0 100 100 0
1 100 100 0
2 100 100 0
3 100 100 0
4 100 100 0
5 100 100 0
6 100 100 0
7 100 100 0
8 100 100 0
9 100 100 0
10 100 100 0
11 100 100 0
12 100 100 0
13 100 100 0
14 100 100 0
15 100 100 0
16 100 100 0
17 100 100 0
18 100 100 0
19 100 100 0
20 100 100 0
21 100 100 0
22 100 100 0
23 100 100 0
24 100 100 0
25 108 109 1
26 109 109 2
27 109 109 1
28 109 109 1
29 109 109 2
30 109 109 2
31 110 110 2
32 110 110 2
33 110 110 2
34 110 110 2
35 110 110 2
36 111 111 2
37 111 111 2
38 111 111 2
39 111 111 2
40 111 111 2
41 112 112 2
42 112 112 2
43 112 112 2
44 112 112 2
45 113 113 3
46 113 113 3
47 113 113 3
48 113 113 3
49 114 114 3
50 114 114 3
51 114 114 3
52 115 115 3
53 115 115 3
54 115 115 4
55 116 116 4
56 116 116 4
57 117 117 4
58 117 117 4
59 117 117 4
60 118 118 5
61 118 118 5
62 119 119 5
63 119 119 5
64 120 120 5
65 120 120 6
66 121 121 6
67 121 121 6
68 122 122 6
69 122 122 7
70 123 123 7
71 123 123 7
72 124 124 7
73 124 124 8
74 124 124 8
75 125 125 8
76 125 125 8
77 126 126 9
78 126 126 9
79 127 127 9
80 127 127 9
81 127 127 10
82 128 128 10
83 128 128 10
84 129 129 10
85 129 129 11
86 129 129 11
87 129 130 11
88 130 130 11
89 130 130 11
90 130 130 12
91 130 130 12
92 131 131 12
93 131 131 12
94 131 131 12
95 131 131 13
96 132 132 13
97 132 132 13
98 132 132 13
99 132 132 13
100 132 132 13
101 133 133 13
102 133 133 14
103 133 133 14
104 133 133 13
105 133 133 14
106 133 133 14
107 133 133 14
108 134 134 14
109 134 134 14
110 134 134 14
111 134 134 15
112 134 134 15
113 134 134 15
114 134 134 15
115 134 135 15
116 135 135 15
117 135 135 15
118 135 135 15
119 135 135 15
120 135 135 15
121 135 135 15
122 135 135 16
123 135 135 15
124 136 136 16
125 136 136 16
126 136 136 16
127 136 136 16
128 136 136 16
129 136 136 16
130 136 136 16
131 136 136 16
132 136 136 16
133 135 136 15
134 135 136 16
135 135 135 15
136 135 135 15
137 135 135 15
138 135 135 15
139 135 135 15
140 135 135 15
141 135 135 15
142 135 135 15
143 134 135 14
144 134 134 15
145 134 134 15
146 134 134 14
147 134 134 14
148 134 134 14
149 134 134 14
150 133 133 14
151 133 133 14
152 133 133 13
153 133 133 13
154 133 133 14
155 132 132 13
156 132 132 13
157 132 132 13
158 132 132 13
159 132 132 13
160 132 132 12
161 132 132 13
162 132 132 12
163 131 131 12
164 131 131 12
165 131 131 12
166 131 131 12
167 131 131 12
168 131 131 12
169 131 131 12
170 131 131 12
